,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment
FRA-00389-00278_01_04_01,FRA,Greater Paris,Forsee Power,battery,module_assembly,['first expansion'],['55 million EUR'],-,actual,02-2018,-,['NA'],NA,-,True,True,False,False
FRA-00389-00278_07_02_00,FRA,Greater Paris,Forsee Power,vehicle,battery_vehicle_assembly,['initial'],-,-,actual,-,-,['NA'],NA,-,True,True,False,False
FRA-00389-00278_07_02_01,FRA,Greater Paris,Forsee Power,vehicle,battery_vehicle_assembly,['first expansion'],['55 million EUR'],-,actual,02-2018,-,['NA'],NA,-,True,True,False,False
FRA-00870-00278_01_04_00,FRA,Poitiers,Forsee Power,battery,module_assembly,initial,-,1 GWh,actual,04-2018,04-2018,NA,NA,300,False,False,False,False
FRA-00870-00278_01_04_01,FRA,Poitiers,Forsee Power,battery,module_assembly,first expansion,-,-,operational,04-2018,04-2018,05-2022,NA,-,False,False,False,False
GBR-01859-06893_01_00_00,GBR,"Near Forss, Thurso",Forss Energy Storage,battery,deployment,initial,-,49.9 MW,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00054-02236_04_01_00,DEU,Baden,Fortescue Future Industries,hydrogen,green_hydrogen,initial,-,-,announced,04-2021,NA,NA,NA,-,False,False,False,False
NOR-04638-02236_04_01_00,NOR,Hemnes,Fortescue Future Industries,hydrogen,green_hydrogen,initial,-,300 megawatts,announced,-,NA,NA,NA,-,False,False,False,False
NOR-04639-02236_04_01_00,NOR,Holmaneset,Fortescue Future Industries,hydrogen,green_hydrogen,initial,-,300 megawatt,announced,04-2023,NA,NA,NA,-,False,False,False,False
DEU-02426-02236_04_00_00,DEU,Wilhelmshaven,Fortescue Future Industries,hydrogen,deployment,initial,€130 million,-,announced,10-2022,NA,NA,NA,-,False,False,False,False
NOR-04643-02237_04_01_00,NOR,Bremanger,Fortescue Future Indutries,hydrogen,green_hydrogen,initial,-,300 megawatts,announced,-,NA,NA,NA,-,False,False,False,False
NOR-04619-02237_04_01_00,NOR,Hellesylt,Fortescue Future Indutries,hydrogen,green_hydrogen,initial,NOK 100 million,-,actual,-,-,NA,NA,-,False,False,False,False
NOR-04619-02237_04_04_00,NOR,Hellesylt,Fortescue Future Indutries,hydrogen,electrolysers,initial,NOK 100 million,-,actual,-,-,NA,NA,-,False,False,False,False
NOR-04638-02237_04_01_00,NOR,Hemnes,Fortescue Future Indutries,hydrogen,green_hydrogen,initial,-,300 megawatts,announced,-,NA,NA,NA,-,False,False,False,False
NOR-04646-02237_04_01_00,NOR,Svelgen,Fortescue Future Indutries,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-00063-00279_01_04_00,GBR,Banbury,Fortescue Metals Group,battery,module_assembly,['initial'],-,"['13,500 square metres']",actual,06-2023,NA,['06-2024'],NA,120,True,False,False,False
GBR-00063-00279_07_01_00,GBR,Banbury,Fortescue Metals Group,vehicle,EV_component_manufacturing,initial,-,-,actual,06-2023,06-2023,NA,NA,120,False,False,False,False
GBR-00063-00279_07_02_00,GBR,Banbury,Fortescue Metals Group,vehicle,battery_vehicle_assembly,initial,-,-,announced,06-2023,NA,NA,NA,120,False,False,False,False
NOR-04643-00279_04_01_00,NOR,Bremanger,Fortescue Metals Group,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-03631-08905_05_00_00,GBR,Cumbria,Forth,nuclear,deployment,initial,£1.25 million,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-08798-08905_05_00_00,GBR,Flimby,Forth,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08192-08906_08_00_00,GBR,Burntisland,Forth Ports,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-00277-08906_08_00_00,GBR,Dundee,Forth Ports,wind,deployment,initial,-,-,actual,06-10-2020,-,NA,NA,-,False,False,False,False
GBR-02328-08906_08_00_00,GBR,Grangemouth,Forth Ports,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-01452-08906_08_00_00,GBR,Leith,Forth Ports,wind,deployment,initial,-,-,actual,11-2020,11-2020,NA,NA,-,False,False,False,False
GBR-01452-08906_08_00_01,GBR,Leith,Forth Ports,wind,deployment,first expansion,-,-,actual,11-2020,11-2020,NA,NA,-,False,False,False,False
GBR-01452-08906_08_00_02,GBR,Leith,Forth Ports,wind,deployment,second expansion,-,-,actual,11-2020,-,NA,NA,-,False,False,False,False
GBR-08065-08906_08_00_00,GBR,Port of Leith,Forth Ports,wind,deployment,initial,40 million GBP,-,announced,05-2021,NA,NA,NA,1000,False,False,False,False
GBR-08065-08906_08_00_01,GBR,Port of Leith,Forth Ports,wind,deployment,first expansion,50 million GBP,-,actual,05-2021,05-2021,NA,NA,1000,False,False,False,False
GBR-08075-08906_08_00_00,GBR,Rosyth,Forth Ports,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08075-08907_08_07_00,GBR,Rosyth,Forth Ports Group,wind,other,initial,£1 billion,-,announced,10-2022,NA,NA,NA,7000,False,False,False,False
DEU-00038-00280_01_05_00,DEU,Artern,Fortum,battery,recycling,initial,-,-,announced,07-2022,NA,NA,NA,70,False,False,False,False
DEU-08799-00280_01_00_00,DEU,Baden-Wurttenberg,Fortum,battery,deployment,initial,-,-,actual,09-2022,-,NA,NA,-,False,False,False,False
SWE-06116-00280_05_05_00,SWE,Forsmark,Fortum,nuclear,nuclear_power_plant_construction,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-08800-00280_03_00_00,SWE,Hagfors,Fortum,hydroelectric,deployment,initial,-,-,announced,04-2024,NA,NA,NA,-,False,False,False,False
DEU-00578-00280_01_05_00,DEU,Kirchardt,Fortum,battery,recycling,initial,-,"3,000 tons",operational,03-2023,-,03-2023,NA,70,False,False,False,False
SWE-01583-00280_04_01_00,SWE,Malmö,Fortum,hydrogen,green_hydrogen,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SWE-01583-00280_04_04_00,SWE,Malmö,Fortum,hydrogen,electrolysers,initial,-,-,announced,06-2021,NA,NA,NA,-,False,False,False,False
NOR-03105-00280_08_00_00,NOR,Narvik,Fortum,wind,deployment,initial,-,-,actual,05-2019,-,NA,NA,-,False,False,False,False
SWE-08803-00280_05_00_00,SWE,Nyköping,Fortum,nuclear,deployment,initial,-,-,announced,10-2022,NA,NA,NA,-,False,False,False,False
SWE-04653-00280_04_01_00,SWE,Oskarshamn,Fortum,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-04653-00280_04_04_00,SWE,Oskarshamn,Fortum,hydrogen,electrolysers,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-04653-00280_05_00_00,SWE,Oskarshamn,Fortum,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
NOR-08804-00280_08_00_00,NOR,Sorfjord,Fortum,wind,deployment,initial,-,-,actual,09-2017,09-2017,NA,NA,-,False,False,False,False
NOR-08805-00280_08_00_00,NOR,Sortland,Fortum,wind,deployment,initial,-,-,announced,05-2019,NA,NA,NA,-,False,False,False,False
SWE-08710-00280_03_02_00,SWE,Tierp,Fortum,hydroelectric,generator_production,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SWE-08710-00280_03_02_01,SWE,Tierp,Fortum,hydroelectric,generator_production,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
SWE-08710-00280_03_04_00,SWE,Tierp,Fortum,hydroelectric,control_systems,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
NOR-08806-00280_08_00_00,NOR,Tysfjord,Fortum,wind,deployment,initial,-,-,actual,05-2019,05-2019,NA,NA,-,False,False,False,False
GBR-08808-08909_03_00_00,GBR,Snowdonia,Fortune Hydro AG,hydroelectric,deployment,initial,£500 million,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08808-08909_08_00_00,GBR,Snowdonia,Fortune Hydro AG,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08808-08909_06_00_00,GBR,Snowdonia,Fortune Hydro AG,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08808-08910_03_00_00,GBR,Snowdonia,Fortune Hydro UK,hydroelectric,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08808-08910_08_00_00,GBR,Snowdonia,Fortune Hydro UK,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08808-08910_06_00_00,GBR,Snowdonia,Fortune Hydro UK,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-01670-02520_01_00_00,GBR,Essex,Fotowatio,battery,deployment,initial,£61 million,198 MWh,actual,01-2023,01-2023,NA,NA,-,False,False,False,False
GBR-01843-02520_01_00_00,GBR,West Sussex,Fotowatio,battery,deployment,initial,£61 million,-,actual,01-2023,-,NA,NA,-,False,False,False,False
FRA-05025-07795_08_00_00,FRA,Brest,Foure Lagadec,wind,deployment,initial,€11.8 million,-,actual,03-2021,01-2022,NA,NA,35,False,False,False,False
FRA-05025-07796_08_00_00,FRA,Brest,Fouré Lagadec,wind,deployment,initial,-,-,announced,03-2021,NA,NA,NA,35,False,False,False,False
DEU-00755-00282_01_03_00,DEU,Munich,Fox E-Mobility AG,battery,cell_manufacturing,['initial'],-,-,announced,06-2021,NA,['NA'],NA,-,True,True,False,False
DEU-00755-00282_01_04_00,DEU,Munich,Fox E-Mobility AG,battery,module_assembly,['initial'],-,-,announced,-,NA,['NA'],NA,-,True,True,False,False
DEU-00755-00282_07_02_00,DEU,Munich,Fox E-Mobility AG,vehicle,battery_vehicle_assembly,initial,-,-,announced,06-2021,NA,NA,NA,-,False,False,False,False
FRA-07341-07797_05_00_00,FRA,Burgundy Calculation Center,Framatome,nuclear,deployment,initial,4.4 million EUR,-,actual,-,-,NA,NA,-,False,False,False,False
FRA-07342-07797_05_03_00,FRA,CERCA Romans,Framatome,nuclear,nuclear_fuel_fabrication,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
FRA-07343-07797_05_04_00,FRA,Chalon-sur-Saône,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07144-07797_05_04_00,FRA,Cordemais,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,announced,09-2024,NA,NA,NA,100,False,False,False,False
CHE-00421-07797_05_00_00,CHE,Gösgen,Framatome,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08445-07797_05_04_00,GBR,Hinkley Point C,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
FRA-07344-07797_05_04_00,FRA,Jeumont,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
BGR-07912-07797_05_00_00,BGR,Kozloduy,Framatome,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-06163-07797_05_04_00,FRA,Le Creusot,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02043-07797_05_03_00,DEU,Lingen,Framatome,nuclear,nuclear_fuel_fabrication,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-00698-07797_05_04_00,FRA,Maubeuge,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08809-07797_05_03_00,DEU,München,Framatome,nuclear,nuclear_fuel_fabrication,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-08452-07797_05_00_00,SWE,Ringhals,Framatome,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07345-07797_05_03_00,FRA,Romans,Framatome,nuclear,nuclear_fuel_fabrication,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
FRA-07346-07797_05_03_00,FRA,Romans-sur-Isère,Framatome,nuclear,nuclear_fuel_fabrication,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-04382-07797_05_05_00,GBR,Sizewell,Framatome,nuclear,nuclear_power_plant_construction,initial,-,3.2 GWe,actual,11-2022,-,NA,NA,-,False,False,False,False
GBR-04382-07797_05_05_01,GBR,Sizewell,Framatome,nuclear,nuclear_power_plant_construction,first expansion,-,-,actual,11-2022,-,NA,NA,-,False,False,False,False
GBR-04382-07797_05_05_02,GBR,Sizewell,Framatome,nuclear,nuclear_power_plant_construction,second expansion,-,-,actual,11-2022,-,NA,NA,-,False,False,False,False
FRA-07347-07797_05_04_00,FRA,St. Marcel,Framatome,nuclear,reactor_equipment_manufacturing,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
CHE-08057-08911_05_00_00,CHE,Mühleberg,Framatome GmbH,nuclear,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
DEU-00213-02521_04_00_00,DEU,Cologne,Frames,hydrogen,deployment,initial,-,5 tons per day,announced,11-2021,NA,NA,NA,-,False,False,False,False
DEU-00001-00284_04_03_00,DEU,Aachen,Fraunhofer,hydrogen,fuel_cell,initial,€22 million,-,actual,04-2021,04-2021,NA,NA,-,False,False,False,False
DEU-00001-00284_04_04_00,DEU,Aachen,Fraunhofer,hydrogen,electrolysers,initial,€22 million,-,actual,08-2021,08-2021,NA,NA,-,False,False,False,False
DEU-00001-00284_02_00_00,DEU,Aachen,Fraunhofer,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08810-00284_06_00_00,DEU,Ahrweiler,Fraunhofer,solar,deployment,initial,"€740,000",-,actual,03-2020,-,NA,NA,-,False,False,False,False
DEU-00057-00284_06_00_00,DEU,Baden-Württemberg,Fraunhofer,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00057-00284_06_00_01,DEU,Baden-Württemberg,Fraunhofer,solar,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-00094-00284_06_03_00,DEU,Berlin,Fraunhofer,solar,cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00110-00284_02_00_00,DEU,Bochum,Fraunhofer,geothermal,deployment,initial,-,-,announced,12-2019,NA,NA,NA,-,False,False,False,False
DEU-00189-00284_04_04_00,DEU,Chemnitz,Fraunhofer,hydrogen,electrolysers,initial,€22 million,-,actual,08-2021,08-2021,NA,NA,-,False,False,False,False
DEU-08190-00284_02_06_00,DEU,Cottbus,Fraunhofer,geothermal,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08190-00284_04_99_00,DEU,Cottbus,Fraunhofer,hydrogen,NA,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00244-00284_01_00_00,DEU,Darmstadt,Fraunhofer,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00244-00284_07_00_00,DEU,Darmstadt,Fraunhofer,vehicle,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00275-00284_01_02_00,DEU,Dresden,Fraunhofer,battery,battery_materials,initial,-,-,actual,12-2019,-,NA,NA,-,False,False,False,False
DEU-00275-00284_04_05_00,DEU,Dresden,Fraunhofer,hydrogen,storage,initial,-,-,actual,02-2021,02-2021,NA,NA,-,False,False,False,False
DEU-00305-00284_01_03_00,DEU,['Erfurt'],Fraunhofer,battery,cell_manufacturing,['initial'],-,-,actual,07-2020,07-2020,['NA'],NA,-,True,True,False,False
DEU-00305-00284_01_04_00,DEU,Erfurt,Fraunhofer,battery,module_assembly,['initial'],-,-,announced,07-2020,NA,['NA'],NA,-,True,True,False,False
DEU-00306-00284_01_05_00,DEU,Erlangen,Fraunhofer,battery,recycling,initial,-,-,announced,06-2024,NA,NA,NA,-,False,False,False,False
DEU-02287-00284_06_03_00,DEU,Freiburg,Fraunhofer,solar,cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02287-00284_06_04_00,DEU,Freiburg,Fraunhofer,solar,modules,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02287-00284_01_01_00,DEU,Freiburg,Fraunhofer,battery,materials_refining,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02287-00284_01_02_00,DEU,Freiburg,Fraunhofer,battery,battery_materials,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02287-00284_01_03_00,DEU,['Freiburg'],Fraunhofer,battery,cell_manufacturing,['initial'],-,-,announced,-,NA,['NA'],NA,-,True,True,False,False
DEU-08106-00284_06_00_00,DEU,Gelsdorf,Fraunhofer,solar,deployment,initial,-,258 kW,operational,09-2021,09-2021,09-2021,NA,-,False,False,False,False
DEU-02288-00284_04_04_00,DEU,Halle (Saale),Fraunhofer,hydrogen,electrolysers,initial,€22 million,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
DEU-08811-00284_06_04_00,DEU,Heggelbach,Fraunhofer,solar,modules,initial,-,194 kWp,actual,09-2016,09-2016,NA,NA,-,False,False,False,False
DEU-00545-00284_02_06_00,DEU,Jülich,Fraunhofer,geothermal,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00545-00284_04_99_00,DEU,Jülich,Fraunhofer,hydrogen,NA,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08812-00284_06_00_00,DEU,Kressbronn am Bodensee,Fraunhofer,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08813-00284_06_00_00,DEU,Lake Constance,Fraunhofer,solar,deployment,initial,-,-,announced,11-2017,NA,NA,NA,-,False,False,False,False
DEU-03511-00284_06_00_00,DEU,Lake Maiwald,Fraunhofer,solar,deployment,initial,-,749 kWp,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00758-00284_01_03_00,DEU,['Münster'],Fraunhofer,battery,cell_manufacturing,['initial'],-,-,actual,-,-,['NA'],NA,-,True,True,False,False
DEU-02274-00284_04_01_00,DEU,Offshore,Fraunhofer,hydrogen,green_hydrogen,initial,-,"50,000 tons",announced,04-2023,NA,NA,NA,-,False,False,False,False
DEU-02274-00284_04_04_00,DEU,Offshore,Fraunhofer,hydrogen,electrolysers,initial,-,"50,000 tons per year",announced,04-2023,NA,NA,NA,-,False,False,False,False
DEU-02274-00284_08_00_00,DEU,Offshore,Fraunhofer,wind,deployment,initial,-,-,announced,04-2023,NA,NA,NA,-,False,False,False,False
DEU-01660-00284_08_00_00,DEU,Pfinztal,Fraunhofer,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-01660-00284_06_00_00,DEU,Pfinztal,Fraunhofer,solar,deployment,initial,-,690 kWp,actual,-,-,NA,NA,-,False,False,False,False
DEU-01660-00284_01_00_00,DEU,Pfinztal,Fraunhofer,battery,deployment,initial,-,10 MWh,actual,-,-,NA,NA,-,False,False,False,False
DEU-08814-00284_02_00_00,DEU,Querenburg,Fraunhofer,geothermal,deployment,initial,EUR 18 million,-,actual,06-2023,-,NA,NA,-,False,False,False,False
DEU-01570-00284_06_00_00,DEU,Rhineland-Palatinate,Fraunhofer,solar,deployment,initial,-,258 kWp,actual,09-2021,09-2021,NA,NA,-,False,False,False,False
DEU-01067-00284_04_04_00,DEU,Stuttgart,Fraunhofer,hydrogen,electrolysers,initial,€22 million,-,actual,08-2021,08-2021,NA,NA,-,False,False,False,False
DEU-05446-00284_02_06_00,DEU,Weisweiler,Fraunhofer,geothermal,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-03532-00284_02_00_00,DEU,Zittau,Fraunhofer,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00001-08912_05_07_00,DEU,Aachen,Fraunhofer ILT,nuclear,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02287-08913_06_03_00,DEU,Freiburg,Fraunhofer IST,solar,cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-00109-08914_08_00_00,GBR,Blyth,Fraunhofer IWES,wind,deployment,initial,-,-,announced,12-2024,NA,NA,NA,-,False,False,False,False
DEU-00124-08914_08_01_00,DEU,Bremerhaven,Fraunhofer IWES,wind,blade_manufacturing,initial,€12 million,-,actual,11-2019,12-2019,NA,NA,-,False,False,False,False
DEU-02753-02907_06_04_00,DEU,Holzkirchen,Fraunhofer Institute for Building Physics IBP,solar,modules,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-01660-08915_06_00_00,DEU,Pfinztal,Fraunhofer Institute for Chemical Technology,solar,deployment,initial,-,690 kWp,announced,02-2024,NA,NA,NA,-,False,False,False,False
DEU-01660-08915_08_00_00,DEU,Pfinztal,Fraunhofer Institute for Chemical Technology,wind,deployment,initial,-,-,announced,02-2024,NA,NA,NA,-,False,False,False,False
DEU-01660-08915_01_00_00,DEU,Pfinztal,Fraunhofer Institute for Chemical Technology,battery,deployment,initial,-,10 MWh,announced,02-2024,NA,NA,NA,-,False,False,False,False
DEU-00110-08916_02_00_00,DEU,Bochum,Fraunhofer Institute for Energy Infrastructures and Geothermal Energy,geothermal,deployment,initial,-,-,actual,-,02-2022,NA,NA,-,False,False,False,False
DEU-00124-08918_08_06_00,DEU,Bremerhaven,Fraunhofer Institute for Wind Energy Systems,wind,power_electronics,initial,-,-,actual,-,08-2018,NA,NA,-,False,False,False,False
DEU-00124-08918_08_06_01,DEU,Bremerhaven,Fraunhofer Institute for Wind Energy Systems,wind,power_electronics,first expansion,30 million EUR,-,actual,09-2020,09-2020,NA,NA,-,False,False,False,False
DEU-00124-08918_08_05_00,DEU,Bremerhaven,Fraunhofer Institute for Wind Energy Systems,wind,generator_production,initial,-,-,actual,-,08-2018,NA,NA,-,False,False,False,False
DEU-00124-08918_08_05_01,DEU,Bremerhaven,Fraunhofer Institute for Wind Energy Systems,wind,generator_production,first expansion,€30 million,-,actual,09-2020,09-2020,NA,NA,-,False,False,False,False
DEU-07950-08919_02_00_00,DEU,Potsdam,Fraunhofer Research Institution for Energy Infrastructures and Geothermal Systems (IEG),geothermal,deployment,initial,-,-,announced,02-2022,NA,NA,NA,-,False,False,False,False
DEU-02287-08920_06_03_00,DEU,Freiburg,Fraunhofer Research Institution for Materials Recycling and Resource Strategies,solar,cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08815-07798_08_00_00,GBR,Borders,Fred Olsen Renewables,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08816-07798_08_00_00,GBR,"Brockloch Rig, Carsphairn",Fred Olsen Renewables,wind,deployment,initial,"£540,000",61.5 MW,operational,05-2018,-,05-2018,NA,-,False,False,False,False
GBR-04201-07798_08_00_00,GBR,Dumfries and Galloway,Fred Olsen Renewables,wind,deployment,initial,-,-,actual,04-2018,-,NA,NA,-,False,False,False,False
GBR-08817-07798_08_00_00,GBR,Lethen,Fred Olsen Renewables,wind,deployment,initial,-,112 MW,announced,01-2022,NA,NA,NA,-,False,False,False,False
GBR-08817-07798_01_00_00,GBR,Lethen,Fred Olsen Renewables,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-03494-08921_08_00_00,GBR,Hull,Fred Olsen Windcarrier,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-07523-08921_08_00_00,GBR,Moray Firth,Fred Olsen Windcarrier,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
NOR-01316-08922_06_00_00,NOR,unknown,Fred. Olsen,solar,deployment,initial,-,124 kW,actual,-,-,NA,NA,-,False,False,False,False
NOR-08818-08923_06_00_00,NOR,Risør,Fred. Olsen 1848,solar,deployment,initial,-,124 kW,actual,-,-,NA,NA,-,False,False,False,False
DEU-08819-08924_08_00_00,DEU,Baltic Eagle offshore wind farm,Fred. Olsen Windcarrier,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DNK-08820-08924_08_00_00,DNK,Fayard,Fred. Olsen Windcarrier,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08821-08924_08_00_00,GBR,Wilkinger Wind Farm,Fred. Olsen Windcarrier,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
FRA-07348-07799_06_00_00,FRA,Liten,French Alternative Energies and Atomic Energy Commission,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-06218-07800_08_00_00,FRA,Brittany,French Energy Ministry,wind,deployment,initial,-,-,announced,10-2024,NA,NA,NA,-,False,False,False,False
FRA-06218-07800_08_00_01,FRA,Brittany,French Energy Ministry,wind,deployment,first expansion,-,-,actual,10-2024,-,NA,NA,-,False,False,False,False
FRA-07150-07800_08_00_00,FRA,Fecamp,French Energy Ministry,wind,deployment,initial,-,-,announced,10-2024,NA,NA,NA,-,False,False,False,False
FRA-07349-07800_08_00_00,FRA,Gulf of Gascogne,French Energy Ministry,wind,deployment,initial,-,-,announced,10-2024,NA,NA,NA,-,False,False,False,False
FRA-07350-07800_06_00_00,FRA,Highways,French Energy Ministry,solar,deployment,initial,-,240 MW,announced,04-2024,NA,NA,NA,-,False,False,False,False
FRA-07351-07800_08_00_00,FRA,Southern Mediterranean,French Energy Ministry,wind,deployment,initial,-,-,announced,10-2024,NA,NA,NA,-,False,False,False,False
FRA-07351-07800_06_00_00,FRA,Southern Mediterranean,French Energy Ministry,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-03063-07801_08_00_00,FRA,Aude,French Government,wind,deployment,initial,-,-,announced,11-2023,NA,NA,NA,-,False,False,False,False
FRA-07352-07801_08_00_00,FRA,Gulf of Fos,French Government,wind,deployment,initial,-,-,announced,12-2023,NA,NA,NA,-,False,False,False,False
FRA-07353-07802_06_00_00,FRA,Centre-Val de Loire,French Ministry for Ecological and Solidary Transition,solar,deployment,initial,-,84.8 MW,announced,08-2018,NA,NA,NA,-,False,False,False,False
FRA-06943-07802_06_00_00,FRA,Nouvelle Aquitaine,French Ministry for Ecological and Solidary Transition,solar,deployment,initial,-,-,announced,08-2018,NA,NA,NA,-,False,False,False,False
FRA-03948-07802_06_00_00,FRA,Occitanie,French Ministry for Ecological and Solidary Transition,solar,deployment,initial,-,-,announced,07-2018,NA,NA,NA,-,False,False,False,False
FRA-07354-07802_06_00_00,FRA,Provence Alpes Côte d’Azur,French Ministry for Ecological and Solidary Transition,solar,deployment,initial,-,79.5 MW,announced,07-2018,NA,NA,NA,-,False,False,False,False
FRA-07355-07803_06_00_00,FRA,eastern France,French energy giant,solar,deployment,initial,-,12 MW,announced,07-2018,NA,NA,NA,-,False,False,False,False
FRA-01563-07804_06_00_00,FRA,Fessenheim,French government,solar,deployment,initial,€250 million,300 MW,actual,01-2019,01-2019,NA,NA,-,False,False,False,False
CHE-06667-08925_01_01_00,CHE,Fribourg,Frewitt,battery,materials_refining,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CHE-06667-08925_01_05_00,CHE,Fribourg,Frewitt,battery,recycling,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CHE-06667-08925_06_00_00,CHE,Fribourg,Frewitt,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CHE-06667-08925_02_00_00,CHE,Fribourg,Frewitt,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
