filename,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment,note
DEU-00829-00805_01_03_00,DEU,['Oldenburg'],University of Oldenburg,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
FRA-01586-00824_07_02_00,FRA,Near Dunkerque,Verkor,vehicle,battery_vehicle_assembly,initial,,,actual,,,,,,True,True,False,False,
SWE-02000-00582_01_03_01,SWE,Northvolt Ett gigafactory,Northvolt,battery,cell_manufacturing,['first expansion'],,,actual,12-2021,,['NA'],,,True,True,False,False,
DEU-00755-00702_07_01_00,DEU,Munich,Samsung,vehicle,EV_component_manufacturing,initial,,,announced,,,,,,True,True,False,False,
DEU-01111-00120_01_04_00,DEU,Thuringia,CATL,battery,module_assembly,initial,['1.8 billion EUR'],,actual,['07-2019'],07-2019,,,1500,True,True,False,False,
POL-00268-00440_07_02_00,POL,Dolnośląskie,LG,vehicle,battery_vehicle_assembly,['initial'],,,actual,01-2019,10-2016,['NA'],,,True,True,False,False,
DEU-00548-00521_01_03_00,DEU,['Kamenz'],Mercedes-Benz,battery,cell_manufacturing,['initial'],,,actual,,,['NA'],,,True,True,False,False,
ESP-00766-10502_01_03_00,ESP,Navalmoral de la Mata,AESC,battery,cell_manufacturing,['initial'],,['50 GWh'],actual,,,['NA'],,,True,True,False,False,
GBR-00109-00114_01_03_00,GBR,['Blyth'],Britishvolt,battery,cell_manufacturing,['initial'],['£2.6 billion'],,cancelled,12-2020,06-2021,['NA'],01-2023,3000,True,False,False,False,
DEU-00094-00120_01_04_00,DEU,Berlin,CATL,battery,module_assembly,initial,,,announced,05-2018,,,,,True,True,False,False,
DEU-00454-00582_01_03_00,DEU,Heide,Northvolt,battery,cell_manufacturing,['initial'],['€4.5 billion'],['60 GWh'],actual,03-2022,03-2024,['12-2029'],,3000,True,False,False,True,
NLD-00018-01154_01_00_00,NLD,Amsterdam,Kryha,battery,deployment,initial,,,announced,,,,,,True,True,False,False,
DEU-00244-00024_01_03_00,DEU,Darmstadt,Akasol,battery,cell_manufacturing,initial,['100 million EUR'],['1 GWh'],actual,,,,,,True,True,False,False,
HUN-00419-00702_07_02_01,HUN,['Göd'],Samsung,vehicle,battery_vehicle_assembly,['first expansion'],['740 million EUR'],,actual,02-2021,02-2021,['NA'],,,True,True,False,False,
DEU-00265-00076_01_03_02,DEU,['Dingolfing'],BMW,battery,cell_manufacturing,['second expansion'],,,actual,,,['NA'],,,True,True,False,False,
ESP-00947-00832_07_01_00,ESP,Sagunt,Volkswagen,vehicle,EV_component_manufacturing,initial,3.5 billion EUR,40 GWh,actual,02-2022,02-2022,,,3500,True,True,False,False,
ITA-00167-01118_06_00_00,ITA,Catania,Iberdrola,solar,deployment,initial,,242.78 MWp,operational,01-2024,,01-2025,,,True,False,False,False,
FRA-00279-00824_01_03_00,FRA,['Dunkirk'],Verkor,battery,cell_manufacturing,['initial'],['€2 billion'],['16 GWh'],actual,03-2022,11-2023,['06-2025'],,1200,True,False,False,False,
POL-00268-00440_01_03_01,POL,Dolnośląskie,LG,battery,cell_manufacturing,['first expansion'],,['35 GWh'],operational,11-2018,,['04-2020'],,,True,False,False,True,
DEU-00546-00596_01_03_00,DEU,Kaiserslautern,Opel,battery,cell_manufacturing,initial,['5-6 billion EUR'],['24 GWh'],actual,['05-2019'],,,,2000,True,True,False,False,
DEU-00253-00841_01_03_00,DEU,['Delbrück'],Voltabox,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
BEL-00138-02082_04_04_00,BEL,Brussels,European Clean Hydrogen Alliance,hydrogen,electrolysers,initial,['€24-42 billion'],,announced,['09-2020'],,,,,True,True,False,,
DEU-00037-08554_01_03_00,DEU,Arnstadt,Contemporary Amperex Technology Co. Ltd.,battery,cell_manufacturing,initial,['€1.8 billion'],['14 GWh'],actual,,01-2019,,,,True,True,False,False,
DEU-00558-01143_01_03_01,DEU,Karlsruhe,Karlsruhe Institute of Technology,battery,cell_manufacturing,first expansion,,,operational,,,,,,True,True,False,False,
DEU-00755-00282_01_03_00,DEU,Munich,Fox E-Mobility AG,battery,cell_manufacturing,['initial'],,,announced,06-2021,,['NA'],,,True,True,False,False,
DEU-00454-07323_01_03_00,DEU,Heide,Northvolt Germany,battery,cell_manufacturing,initial,,,announced,,,,,,True,True,False,False,
GBR-00225-00988_01_05_00,GBR,Coventry,Coventry Airport,battery,recycling,initial,,,announced,02-2021,,,,,True,True,False,False,
GBR-00225-01352_01_04_00,GBR,Coventry,Unipart Manufacturing Group,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
BEL-00138-00799_01_01_01,BEL,Brussels,Umicore,battery,materials_refining,first expansion,€3 billion,,actual,09-2022,,,,,True,True,False,False,
DEU-01585-00821_01_03_00,DEU,Nordlingen,Varta,battery,cell_manufacturing,initial,,,actual,['06-2020'],06-2020,,,1000,True,True,False,False,
DEU-00341-00261_01_03_00,DEU,Frickenhausen,Farasis Energy,battery,cell_manufacturing,initial,,,announced,,,,,,True,True,False,False,
GBR-00225-01010_01_00_00,GBR,Coventry,EDF,battery,deployment,initial,,100 MWh,operational,,,12-2023,,,True,False,False,False,
SWE-01338-00582_01_03_00,SWE,Nordic region,Northvolt,battery,cell_manufacturing,initial,['€4 billion'],,announced,['10-2017'],,,,,True,True,False,False,
GBR-01076-10502_01_04_00,GBR,Sunderland,AESC,battery,module_assembly,['initial'],,['12 GWh'],actual,,12-2022,['NA'],,,True,True,False,False,
GBR-01037-00759_07_01_00,GBR,Somerset,Tata Group,vehicle,EV_component_manufacturing,initial,['£4 billion'],['40 GWh'],announced,['07-2023'],,,,4000,True,True,False,False,
DEU-00364-00768_07_02_00,DEU,German-French border,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,['06-2018'],,,,,True,True,False,False,
ROU-00351-00069_01_03_01,ROU,Galați,Avesta Battery and Energy Engineering,battery,cell_manufacturing,first expansion,,,announced,06-2023,,,,,True,True,False,False,
DEU-00001-00740_01_03_00,DEU,['Aachen'],StreetScooter,battery,cell_manufacturing,['initial'],,,announced,05-2019,,['NA'],,,True,True,False,False,
DEU-00804-00582_01_03_00,DEU,Northern Germany,Northvolt,battery,cell_manufacturing,initial,,,announced,['06-2022'],,,,,True,True,False,False,
ROU-00351-07310_01_03_00,ROU,Galați,ABEE,battery,cell_manufacturing,initial,,,actual,,,,,,True,True,False,False,
FRA-00272-10502_01_03_00,FRA,['Douai'],AESC,battery,cell_manufacturing,['initial'],,['9 GWh'],actual,,,['NA'],,,True,True,False,False,
DEU-00094-00391_07_01_00,DEU,['Berlin'],InoBat Auto,vehicle,EV_component_manufacturing,['initial'],,['20 GWh'],announced,,,['NA'],,,True,True,False,False,
DEU-01162-00521_01_03_00,DEU,Unterkücken,Mercedes-Benz,battery,cell_manufacturing,['initial'],['over one billion euros'],,actual,06-2019,06-2019,['NA'],,,True,True,False,False,
DEU-00119-00768_07_01_00,DEU,Brandenburg,Tesla,vehicle,EV_component_manufacturing,initial,['4.5 to 6.0 billion USD'],,actual,,07-2020,,,,True,True,False,False,
DEU-00942-00695_01_03_01,DEU,Saarland,SVOLT,battery,cell_manufacturing,first expansion,,,cancelled,11-2020,,,04-2023,,True,True,False,False,
DEU-02604-00120_07_01_00,DEU,Thüringen,CATL,vehicle,EV_component_manufacturing,initial,['€240 million'],['14 GWh'],announced,['10-2018'],,,,600,True,True,False,False,
HUN-00820-00744_01_03_00,HUN,Nyíregyháza,Sunwoda,battery,cell_manufacturing,['initial'],['250 million euros'],,actual,07-2023,07-2023,['12-2025'],,,True,True,False,False,
DEU-00957-00832_01_03_01,DEU,Salzgitter,Volkswagen,battery,cell_manufacturing,['first expansion'],,,actual,07-2022,07-2022,['NA'],,2500,True,True,False,False,
ESP-00690-10498_01_04_02,ESP,Martorell,Volkswagen Seat,battery,module_assembly,['second expansion'],['300 million EUR'],,actual,07-2023,,['NA'],,500,True,True,False,False,
DEU-00659-00529_01_04_01,DEU,Ludwigsfelde,Microvast,battery,module_assembly,['first expansion'],['50 million EUR'],['6 GWh'],operational,11-2019,11-2019,[],,250,True,False,False,False,
LVA-00922-00042_01_03_00,LVA,Riga,Anodox Energy Systems,battery,cell_manufacturing,initial,['50 million EUR'],,announced,['03-2022'],,,,300,True,False,False,True,
ROU-00351-00069_07_02_00,ROU,Galați,Avesta Battery and Energy Engineering,vehicle,battery_vehicle_assembly,initial,1.4 billion euros,,announced,06-2023,,,,8000,True,True,False,False,
DEU-00546-00602_01_03_01,DEU,Kaiserslautern,PSA Group,battery,cell_manufacturing,first expansion,,,announced,,,,,2000,True,True,False,False,
BEL-01622-01420_01_00_01,BEL,Antwerp,TotalEnergies,battery,deployment,first expansion,,,announced,05-2023,,,,,True,True,False,False,
DEU-01164-00521_01_04_00,DEU,Untertürkheim,Mercedes-Benz,battery,module_assembly,['initial'],,,actual,01-2018,04-2019,['NA'],,,True,True,False,False,
DEU-00957-00326_01_03_00,DEU,Salzgitter,Gotion High Tech,battery,cell_manufacturing,['initial'],,,announced,09-2021,,['NA'],,,True,True,False,False,
DEU-00244-00024_07_02_00,DEU,Darmstadt,Akasol,vehicle,battery_vehicle_assembly,initial,['20 million EUR'],,actual,,,,,,True,True,False,False,
ESP-01830-06130_07_01_00,ESP,Cuenca,Sumitomo Electric Bordnetze,vehicle,EV_component_manufacturing,initial,,,actual,06-2024,06-2024,,,350,True,False,False,False,
FRA-00770-01424_01_04_00,FRA,Nersac,ACC,battery,module_assembly,initial,,,actual,,,,,,True,True,False,False,
POL-01249-00440_01_04_02,POL,Wroclaw,LG,battery,module_assembly,['second expansion'],,,actual,,,['NA'],,,True,True,False,False,
DEU-00798-00080_01_03_00,DEU,['North Rhine-Westphalia'],BMZ,battery,cell_manufacturing,['initial'],,['1 GWh'],announced,01-2019,,['NA'],,,True,True,False,False,
ESP-00690-00832_01_04_00,ESP,Martorell,Volkswagen,battery,module_assembly,['initial'],['300 million EUR'],"['1,400 battery systems per day']",announced,,,,,,True,True,False,,
HUN-00419-00702_01_03_01,HUN,Göd,Samsung,battery,cell_manufacturing,['first expansion'],['1.2 billion EUR'],['30 GWh'],operational,,10-2019,,,,True,False,False,True,10-2019 investment is actual - https://hipa.hu/news/the-second-phase-of-the-samsung-sdi-construction-going-on-through-a-huge-investment-in-god/.
PRT-02518-03167_06_04_00,PRT,Moura,Lux Optimeyes Energy,solar,modules,['initial'],['€5 million'],,actual,05-2021,05-2021,['12-2021'],,['40'],True,False,False,True,
GBR-01076-00228_07_01_02,GBR,Sunderland,Envision AESC,vehicle,EV_component_manufacturing,['second expansion'],['£1.8 billion'],,actual,,06-2021,['NA'],,,True,True,False,False,
POL-00268-00440_07_02_01,POL,Dolnośląskie,LG,vehicle,battery_vehicle_assembly,['first expansion'],,,actual,01-2019,,['NA'],,1000,True,True,False,False,
DEU-01111-00120_01_04_01,DEU,Thuringia,CATL,battery,module_assembly,first expansion,['1.8 billion EUR'],,operational,['07-2019'],07-2019,12-2022,,1500,True,True,False,False,
SWE-02000-00582_01_03_00,SWE,Northvolt Ett gigafactory,Northvolt,battery,cell_manufacturing,['initial'],,,actual,06-2021,,['NA'],,,True,True,False,False,
DEU-00548-00521_01_03_01,DEU,['Kamenz'],Mercedes-Benz,battery,cell_manufacturing,['first expansion'],,,actual,,,['NA'],,,True,True,False,False,
LTU-03212-08160_06_04_00,LTU,Vilnius,Via Solis,solar,modules,initial,€37 million,50 MW,operational,10-2014,10-2014,10-2014,,,True,False,False,False,
GBR-00109-00114_01_03_01,GBR,['Blyth'],Britishvolt,battery,cell_manufacturing,['first expansion'],,,actual,01-2022,07-2021,['NA'],,,True,True,False,False,
DEU-00454-00582_01_03_01,DEU,Heide,Northvolt,battery,cell_manufacturing,['first expansion'],,,actual,03-2022,03-2024,['NA'],,3000,True,True,False,False,
GBR-00615-00458_01_03_00,GBR,['Lancaster'],LiNa Energy,battery,cell_manufacturing,['initial'],['£3.5 million'],['pilot'],announced,10-2021,,['NA'],,,True,False,False,False,
HUN-00249-00521_01_03_00,HUN,Debrecen,Mercedes-Benz,battery,cell_manufacturing,initial,,,announced,,,,,,True,True,False,False,
SWE-01201-00706_01_03_00,SWE,Västerås,Scania,battery,cell_manufacturing,['initial'],['10 million EUR'],,actual,05-2018,07-2018,['NA'],,,True,True,False,False,
GBR-00809-00645_01_03_00,GBR,['Northumberland'],Recharge Industries,battery,cell_manufacturing,['initial'],['£4 billion'],,announced,02-2023,,['NA'],,,True,True,False,False,
DEU-00244-00024_01_03_01,DEU,Darmstadt,Akasol,battery,cell_manufacturing,first expansion,['20 million EUR'],,actual,,,,,,True,True,False,False,
AUT-00388-01320_01_02_00,AUT,Graz,TU Graz University,battery,battery_materials,initial,,,announced,['10-2020'],,,,,True,True,False,,
HUN-00419-00702_07_02_00,HUN,['Göd'],Samsung,vehicle,battery_vehicle_assembly,['initial'],358 million USD,['30 GWh'],actual,08-2016,08-2016,['NA'],,,True,True,False,False,
GBR-01037-00759_01_04_00,GBR,Somerset,Tata Group,battery,module_assembly,initial,['£4 billion'],,announced,['07-2023'],,,,4000,True,True,False,False,
ESP-00947-00832_07_01_01,ESP,Sagunt,Volkswagen,vehicle,EV_component_manufacturing,first expansion,10 billion EUR,,actual,,03-2023,,,,True,True,False,False,
DEU-00265-00076_01_03_03,DEU,['Dingolfing'],BMW,battery,cell_manufacturing,['third expansion'],,,actual,,,['NA'],,,True,True,False,False,
BEL-01210-00771_01_04_00,BEL,Walloon,Thunder Power,battery,module_assembly,initial,,,announced,10-2018,,,,,True,True,False,False,
FRA-00279-00824_01_03_01,FRA,['Dunkirk'],Verkor,battery,cell_manufacturing,['first expansion'],,['50 GWh'],announced,03-2022,12-11-2023,['12-2030'],,1200,True,False,False,False,
POL-00268-00440_01_03_00,POL,Dolnośląskie,LG,battery,cell_manufacturing,['initial'],,['12 GWh'],operational,03-2016,10-2016,['NA'],,,True,False,False,True,"current capacities are given as 700,000 EV batteries or 86 GWh implying 120kWh battery packs - https://lgensol.pl/en/get-know-us/. I apply this to all previous capacities given in vehicles."
AUT-00388-00061_01_99_00,AUT,Graz,Audi,battery,,initial,,,actual,,,,,,True,True,False,,
DEU-00546-00596_01_03_01,DEU,Kaiserslautern,Opel,battery,cell_manufacturing,first expansion,,,actual,['05-2019'],01-2023,,,2000,True,True,False,False,
CZE-08641-08791_03_00_00,CZE,Central and Eastern Europe,Energy 21,hydroelectric,deployment,initial,,,actual,['05-2010'],,,,,True,True,False,False,
ESP-03486-02557_06_00_00,ESP,southern Spain,Endesa,solar,deployment,initial,,,actual,['09-2020'],09-2020,,,,True,True,False,,
DEU-02408-00768_07_02_00,DEU,Berlin-Brandenburg,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,,,,,,True,True,False,False,
DEU-00558-01143_01_03_00,DEU,Karlsruhe,Karlsruhe Institute of Technology,battery,cell_manufacturing,initial,,,actual,,,,,,True,True,False,False,
NOR-01502-00540_01_03_00,NOR,Agder,Morrow Batteries,battery,cell_manufacturing,initial,,,announced,,,,,,True,True,False,False,
DEU-00399-00768_01_03_01,DEU,['Grünheide'],Tesla,battery,cell_manufacturing,['first expansion'],['4 billion EUR'],,actual,12-2019,,['NA'],,,True,True,False,False,
ESP-00766-02129_01_03_00,ESP,Navalmoral de la Mata,AESC Envision,battery,cell_manufacturing,initial,,['50 GWh'],announced,['11-2023'],,12-2025,,,True,False,False,False,
SWE-01026-00582_01_04_01,SWE,Skelleftea,Northvolt,battery,module_assembly,first expansion,,,actual,['06-2023'],,,,,True,True,False,False,
ESP-01932-01118_01_04_00,ESP,Almaraz,Iberdrola,battery,module_assembly,initial,,,announced,,,,,,True,True,False,False,
DEU-00282-00100_01_03_01,DEU,Döbeln,Blackstone Resources,battery,cell_manufacturing,['first expansion'],['€32 million'],,cancelled,03-2022,,['NA'],06-2023,,True,False,False,False,
ITA-02755-02908_06_00_00,ITA,Cuneo,FuturaSun,solar,deployment,initial,,8.84 kWp,operational,06-2021,06-2021,06-2021,,,True,False,False,False,
GBR-00225-00076_01_03_00,GBR,['Coventry'],BMW,battery,cell_manufacturing,['initial'],,,announced,02-2021,,['NA'],,,True,True,False,False,
FRA-00274-01424_07_01_00,FRA,Douvrin,ACC,battery,module_assembly,['initial'],['1.6 billion EUR'],['13 GWh'],operational,07-2020,09-2020,['05-2023'],,,True,False,False,True,
GBR-00225-00114_01_03_00,GBR,['Coventry'],Britishvolt,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00522-00158_01_03_02,DEU,Itzehoe,Customcells,battery,cell_manufacturing,['second expansion'],,,actual,11-2021,11-2021,['NA'],,,True,True,False,False,
AUT-08648-08805_01_00_00,AUT,Vametco Alloys mine,Enerox Holdings Limited,battery,deployment,initial,,,announced,11-2020,,,,,True,True,False,False,
ROU-00351-00069_01_05_00,ROU,Galați,Avesta Battery and Energy Engineering,battery,recycling,initial,,,announced,06-2023,,,,,True,False,False,False,
HUN-00589-00685_01_03_00,HUN,['Komárom'],SK Group,battery,cell_manufacturing,['initial'],['734 million USD'],['7.5 GWh'],operational,11-2017,03-2018,['01-2021'],,,True,False,False,False,
DEU-01150-00505_01_03_00,DEU,Tübingen,Manz,battery,cell_manufacturing,['initial'],,,announced,05-2022,,['NA'],,,True,True,False,False,
GBR-00809-00114_07_01_00,GBR,Northumberland,Britishvolt,vehicle,EV_component_manufacturing,initial,,,actual,['03-2022'],,,,3000,True,True,False,False,
ESP-00963-00388_01_01_00,ESP,San Jose,Infinity Lithium,battery,materials_refining,initial,five to six billion euros,"10,000 tonnes",delayed,,,,,,True,False,False,False,
PRT-06958-01587_01_00_00,PRT,Alqueva hydropower dam,EDP,battery,deployment,initial,,,operational,,,05-2022,,,True,False,False,False,
DEU-00431-00582_01_00_00,DEU,Hamburg,Northvolt,battery,recycling,['initial'],,"['10,000 tonnes']",operational,,,['08-2023'],,,True,True,False,False,
DEU-00957-00582_01_03_01,DEU,Salzgitter,Northvolt,battery,cell_manufacturing,['first expansion'],['1 billion USD'],['16 GWh'],actual,06-2019,,['NA'],,1000,True,True,False,False,
PRT-07393-01759_01_00_00,PRT,Graciosa,Leclanche,battery,contractual,['initial'],,,announced,04-2018,,['NA'],,,True,False,False,False,
GBR-00225-01375_01_04_00,GBR,Coventry,Warwick Manufacturing Group,battery,module_assembly,['initial'],,,announced,11-2017,,['NA'],,,True,True,False,False,
BEL-01622-05820_04_00_00,BEL,Antwerp,Port of Antwerp,hydrogen,deployment,initial,,,announced,11-2021,,,,,True,True,False,False,
DEU-00305-00284_01_03_00,DEU,['Erfurt'],Fraunhofer,battery,cell_manufacturing,['initial'],,,actual,07-2020,07-2020,['NA'],,,True,True,False,False,
DEU-00213-00274_01_03_00,DEU,Cologne,Ford,battery,cell_manufacturing,initial,,['1 GWh'],announced,['04-2019'],,,,,True,False,False,False,
DEU-00418-00158_07_01_00,DEU,Gärtringen,Customcells,vehicle,EV_component_manufacturing,initial,,100 MWh,announced,09-2021,,,,,True,True,False,False,
GBR-01076-02129_01_04_01,GBR,Sunderland,AESC Envision,battery,module_assembly,['first expansion'],['£200 million'],,actual,07-2021,,,,,True,True,False,False,
DEU-00456-00158_07_01_00,DEU,Heilbronn,Customcells,vehicle,EV_component_manufacturing,initial,,100 MWh,announced,09-2021,,,,,True,True,False,False,
BEL-02668-01512_01_00_00,BEL,Ostend,Centrica,battery,deployment,initial,,24 MW/54 MWh,announced,05-2023,10-2023,06-2024,,,True,False,False,False,
DEU-00620-00024_07_01_01,DEU,Langen,Akasol,vehicle,EV_component_manufacturing,first expansion,10 million EUR,,actual,,,,,,True,True,False,False,
SWE-00386-00846_01_03_00,SWE,Gothenburg,Volvo Group,battery,cell_manufacturing,['initial'],['30 billion SEK'],['50 GWh'],actual,02-2022,10-2023,['NA'],,,True,False,False,False,
PRT-07081-07738_01_00_00,PRT,Alto Rabagão,Endesa Portugal,battery,deployment,initial,,['16 MWh'],actual,['04-2022'],04-2022,06-2023,,,True,False,False,,
ESP-07443-01118_01_00_00,ESP,Caravaca de la Cruz,Iberdrola,battery,deployment,initial,€2 million,3 MWh,operational,11-2019,11-2019,11-2019,,,True,False,False,False,
DEU-00560-00080_01_03_00,DEU,Karlstein-Großwelzheim,BMZ,battery,cell_manufacturing,initial,,,announced,,,,,,True,True,False,False,
DEU-00451-00521_07_02_00,DEU,Hedelfingen,Mercedes-Benz,vehicle,battery_vehicle_assembly,['initial'],,,actual,06-2019,06-2019,['NA'],,,True,True,False,False,
GBR-00809-00114_01_04_00,GBR,Northumberland,Britishvolt,battery,module_assembly,initial,,,actual,['03-2022'],,,,,True,True,False,False,
ESP-01198-00088_07_99_00,ESP,Vitoria-Gasteiz,Basquevolt,vehicle,,initial,700 million EUR,,announced,06-2022,,,,800,True,True,False,False,
BEL-00830-00063_01_00_01,BEL,Olen,Aurubis,battery,recycling,first expansion,,,announced,03-2022,,,,,True,False,False,False,
DEU-00419-00702_01_03_00,DEU,['Göd'],Samsung,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-01150-00158_07_01_00,DEU,Tübingen,Customcells,vehicle,EV_component_manufacturing,['initial'],,['100 MWh'],announced,12-2020,,['NA'],,,True,True,False,False,
DEU-01224-00818_01_00_00,DEU,Weihenbronn,Valmet,battery,deployment,['initial'],,,actual,02-2021,,['NA'],,,True,True,False,False,
PRT-02518-03167_01_03_00,PRT,Moura,Lux Optimeyes Energy,battery,cell_manufacturing,['initial'],['€5 million'],,actual,05-2021,05-2021,['12-2021'],,['40'],True,False,False,True,
DEU-01311-00970_01_03_00,DEU,near Stuttgart,Cellforce,battery,cell_manufacturing,initial,,['100 MWh'],actual,,,,,,True,True,False,False,
ITA-05465-05905_06_00_00,ITA,Manzano,Renantis,solar,deployment,initial,€8 million,8.16 MW,announced,07-2023,,,,,True,False,False,False,
GBR-08094-09371_01_03_00,GBR,North East,Labour,battery,cell_manufacturing,initial,,,announced,['03-2023'],,,,,True,True,False,False,
DEU-00213-00274_07_02_01,DEU,Cologne,Ford,vehicle,battery_vehicle_assembly,first expansion,2 billion USD,,actual,,,,,,True,True,False,False,
ITA-01188-07436_06_00_00,ITA,Various locations,Gestore dei Servizi Energetici,solar,deployment,initial,,,actual,,,,,,True,True,False,False,
DEU-06720-00702_01_05_00,DEU,Gera,Samsung,battery,recycling,initial,,,announced,,,,,,True,True,False,False,
DEU-01538-00695_01_03_00,DEU,Lauchhammer,SVOLT,battery,cell_manufacturing,['initial'],,['16 GWh'],cancelled,09-2022,,['NA'],05-2024,,True,False,False,False,
ESP-00068-01284_01_03_00,ESP,Barcelona,Silence,battery,cell_manufacturing,initial,,,operational,04-2021,,06-2023,,,True,False,False,False,
BEL-01727-01594_01_00_00,BEL,Bastogne,EStor-Lux,battery,deployment,initial,,['20 MWh'],actual,['12-2021'],06-2021,,,,True,True,False,,
FRA-00389-00278_01_04_01,FRA,Greater Paris,Forsee Power,battery,module_assembly,['first expansion'],['55 million EUR'],,actual,02-2018,,['NA'],,,True,True,False,False,
BEL-00366-00846_01_04_00,BEL,Ghent,Volvo Group,battery,module_assembly,initial,['75 million EUR'],,announced,['10-2021'],,06-2025,,200,True,False,False,False,
HUN-00523-00685_01_03_00,HUN,['Iváncsa'],SK Group,battery,cell_manufacturing,['initial'],['€1.623 billion'],['30 GWh'],actual,01-2021,07-2021,['NA'],,1900,True,False,False,False,
FRA-00274-00716_01_04_00,FRA,Douvrin,Siemens,battery,contractual,['initial'],,['8 GWh'],announced,,,['NA'],,,True,False,False,False,Siemens providing technology to ACC
DEU-01297-00617_01_04_00,DEU,"Zuffenhausen, Stuttgart",Porsche,battery,module_assembly,initial,,,actual,,,,,1200,True,True,False,False,
SWE-02000-00582_01_05_01,SWE,Northvolt Ett gigafactory,Northvolt,battery,recycling,['first expansion'],,,actual,,,['NA'],,,True,True,False,False,
FRA-00274-00984_01_04_00,FRA,Douvrin,Comau,battery,contractual,['initial'],,,announced,10-2022,,['NA'],,,True,False,False,False,Comau providing ACC with an integrated battery module production line
POL-00583-00440_07_01_02,POL,Kobierzyce,LG,vehicle,EV_component_manufacturing,['second expansion'],['571 million USD'],,actual,,12-2018,['NA'],,700,True,True,False,False,
POL-00268-00440_01_03_04,POL,Dolnośląskie,LG,battery,cell_manufacturing,['fourth expansion'],,['86 GWh'],operational,,,['12-2024'],,,True,False,False,True,"From LG website, 86 GWh is capacity as of today."
DEU-00294-00110_01_04_00,DEU,Eisenach,Bosch,battery,module_assembly,['initial'],['70 million EUR'],,announced,08-2021,,['NA'],,,True,False,False,False,
AUT-00388-00900_01_01_00,AUT,Graz,AVL,battery,materials_refining,initial,,,announced,,,,,,True,True,False,False,
SWE-01201-00582_01_05_00,SWE,Västerås,Northvolt,battery,recycling,['initial'],,['pilot'],operational,02-2018,05-2018,['12-2019'],,['350'],True,False,False,True,
DEU-00934-00448_01_03_00,DEU,['Ruhstorf a. d. Rott'],Landshut University of Applied Sciences,battery,cell_manufacturing,['initial'],"['888,000 EUR']",,announced,11-2021,,['NA'],,,True,True,False,False,
PRT-07081-02776_03_00_00,PRT,Alto Rabagão,Ciel & Terre,hydroelectric,deployment,initial,,,announced,,,,,,True,True,False,False,
AUT-00632-00803_01_00_00,AUT,Leoben,University of Leoben,battery,deployment,initial,,,announced,,,,,,True,True,False,False,
ITA-00978-00399_01_03_00,ITA,Scarmagno,Italvolt,battery,cell_manufacturing,['initial'],['4 billion EUR'],['45 GWh'],announced,02-2021,,['NA'],,,True,False,False,False,
ESP-02319-07931_06_00_00,ESP,Bilbao,Merlin Properties,solar,deployment,initial,,,announced,08-2021,,,,,True,True,False,False,
GBR-00127-00020_01_03_00,GBR,Bridgwater,Agratas,battery,cell_manufacturing,initial,,['40 GWh'],actual,['02-2024'],,,,4000,True,True,False,False,
SVK-01449-00391_01_03_01,SVK,Šurany,InoBat Auto,battery,cell_manufacturing,['first expansion'],,['20 GWh'],actual,11-2023,,['NA'],,1000,True,True,False,False,
POL-03058-00582_01_04_01,POL,Gdańsk,Northvolt,battery,module_assembly,['first expansion'],200 million USD,['12 GWh'],actual,02-2021,11-2021,,,,True,False,False,False,
LTU-07309-02881_04_01_00,LTU,Jonava,European Energy,hydrogen,green_hydrogen,initial,€250 million,,announced,,,,,,True,True,False,False,
FRA-00272-00228_07_02_00,FRA,Douai,Envision AESC,vehicle,battery_vehicle_assembly,['initial'],['€800 million'],['9 GWh'],announced,06-2021,,['NA'],,1200,True,True,False,False,
DEU-00305-00120_01_03_01,DEU,Erfurt,CATL,battery,cell_manufacturing,['first expansion'],[],['24 GWh'],announced,['06-2018'],,,,,True,False,False,False,
FRA-00274-02453_01_03_01,FRA,Douvrin,Stellantis Group,battery,cell_manufacturing,first expansion,,['13 GWh'],actual,['04-2021'],,,,600,True,True,False,False,
DEU-00051-00818_01_00_01,DEU,Bad Friedrichshall,Valmet,battery,deployment,['first expansion'],,,actual,02-2021,02-2021,['NA'],,,True,True,False,False,
HUN-00015-00040_01_05_00,HUN,Alsózsolca,Andrada Group,battery,recycling,initial,10 billion forints,"10,000 tonnes",announced,08-2023,,,,200,True,False,False,False,
DEU-01369-00943_01_03_00,DEU,['Bayreuth'],BayBatt,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00119-00695_01_04_00,DEU,['Brandenburg'],SVOLT,battery,module_assembly,['initial'],,,announced,09-2022,,['NA'],,,True,True,False,False,
PRT-00318-00069_01_99_00,PRT,Figueira da Foz,Avesta Battery and Energy Engineering,battery,,initial,,,announced,03-2023,,,,,True,False,False,False,
