filename,capacity,checked,company,component,country,dt_actual,dt_announce,dt_cancel,dt_operational,finetune,investment_value,jobs,location,phase,reject-phase,share-investment,status,tech
ESP-05630-02557_06_00_00,,True,Endesa,deployment,ESP,,,,,False,,,Southern Spain,initial,True,,actual,solar
ESP-00068-07931_06_00_00,,True,Merlin Properties,deployment,ESP,,04-2021,,,False,,,Barcelona,initial,True,False,announced,solar
SVK-01199-01315_01_03_01,,True,TE Connectivity,cell_manufacturing,SVK,,,,['NA'],False,,,['Voderady'],['first expansion'],True,False,,battery
DEU-00094-00832_01_03_00,,True,Volkswagen,cell_manufacturing,DEU,,,,,False,,,Berlin,initial,True,False,announced,battery
ESP-06625-00832_01_03_00,['40 GWh'],True,Volkswagen,cell_manufacturing,ESP,03-2023,['03-2023'],,,False,['10 billion EUR'],3000,Sagunto,initial,True,,actual,battery
ESP-00766-00228_01_03_00,50 GWh,True,Envision AESC,cell_manufacturing,ESP,,07-2022,,,False,,,Navalmoral de la Mata,initial,True,False,announced,battery
GBR-00225-00809_01_03_00,,True,Urban-Air Port,cell_manufacturing,GBR,,,,['NA'],False,,,['Coventry'],['initial'],True,False,announced,battery
GBR-00845-00012_07_01_00,,True,AMTE Power,EV_component_manufacturing,GBR,06-2021,06-2021,,['NA'],False,,,['Oxford'],['initial'],True,False,actual,vehicle
ITA-01490-01620_01_00_00,,True,Energy Dome,deployment,ITA,12-2023,10-2021,,,False,11 million USD,,Sardinia,initial,False,False,actual,battery
GBR-01707-00114_01_03_00,,True,Britishvolt,cell_manufacturing,GBR,,['05-2022'],,,False,['£100 million'],,Cambois,initial,True,False,announced,battery
PRT-04593-01587_06_00_00,3.8 MW,True,EDP,deployment,PRT,04-2019,04-2019,,,False,,,Castanheira do Ribatejo,initial,False,False,announced,solar
ITA-03732-07384_01_01_00,,True,Altamin,materials_refining,ITA,,,,,False,,,Lazio,initial,False,False,intended,battery
DEU-00057-00617_07_02_00,['100 MWh/year'],True,Porsche,battery_vehicle_assembly,DEU,,,,['NA'],False,,,['Baden-Württemberg'],['initial'],True,False,announced,vehicle
ITA-06735-07363_01_03_00,['600–800 batteries per day'],True,Pylon Technologies,cell_manufacturing,ITA,,['05-2023'],,,False,,,Veneto,initial,True,,announced,battery
DEU-06391-00391_01_04_00,['20 GWh'],True,InoBat Auto,module_assembly,DEU,,['09-2023'],,,False,,,Middle Europe,initial,True,False,announced,battery
DEU-00546-01420_01_03_00,24 GWh,True,TotalEnergies,cell_manufacturing,DEU,,08-2020,,,False,two billion euros,2000,Kaiserslautern,initial,True,False,announced,battery
DEU-00369-00768_01_03_00,,True,Tesla,cell_manufacturing,DEU,,,,,False,,,Giga Berlin,initial,True,False,actual,battery
SWE-01999-00582_01_03_00,,True,Northvolt,cell_manufacturing,SWE,,,,,False,,,Nordic countries,initial,True,False,announced,battery
ITA-00878-00323_01_05_00,"['50,000 to 70,000 tonnes']",True,Glencore,recycling,ITA,,['05-2023'],,,False,,,Portovesme,initial,True,,announced,battery
ESP-06681-01118_01_00_00,,True,Iberdrola,deployment,ESP,05-2019,05-2019,,,False,300 million EUR,,Núñez de Balboa,initial,True,False,actual,battery
ITA-06820-04901_01_00_00,500 kW/822 kWh,True,Edison,deployment,ITA,11-2018,11-2018,,11-2018,True,,,Altomonte,initial,False,False,operational,battery
DEU-01150-00970_07_01_00,['100 MWh per year'],True,Cellforce,EV_component_manufacturing,DEU,,['07-2021'],,,False,['20 to 30 million EUR'],,Tübingen,initial,True,False,announced,vehicle
ESP-00166-00771_07_02_00,,True,Thunder Power,battery_vehicle_assembly,ESP,,03-2017,,,False,,,Catalonia,initial,False,False,announced,vehicle
ITA-05632-02453_07_02_00,,True,Stellantis Group,battery_vehicle_assembly,ITA,,03-2023,,,False,€2 billion,,Cassino,initial,False,False,announced,vehicle
DEU-00037-00120_01_04_01,['8 GWh'],True,CATL,module_assembly,DEU,04-2022,['04-2022'],,,False,,,Arnstadt,first expansion,True,False,actual,battery
CZE-00291-00832_01_03_00,,True,Volkswagen,cell_manufacturing,CZE,,['03-2021'],,,False,,,Eastern Europe,initial,True,False,announced,battery
SVK-01199-00391_01_03_00,['100 MWh'],True,InoBat Auto,cell_manufacturing,SVK,11-2021,02-2020,,['12-2023'],False,,,['Voderady'],['initial'],False,False,actual,battery
ITA-04511-10497_01_03_00,,True,Pylon LifeEU,cell_manufacturing,ITA,,05-2023,,12-2023,False,,,Sant'Angelo di Piove di Sacco,initial,False,False,announced,battery
DEU-00626-00768_01_03_00,,True,Tesla,cell_manufacturing,DEU,,10-2018,,,False,,,Lausitz,initial,True,False,announced,battery
ITA-00681-00266_01_04_00,,True,Ferrari,module_assembly,ITA,,06-2022,,,False,,,Maranello,initial,False,False,announced,battery
FRA-00135-01424_01_03_00,,True,ACC,cell_manufacturing,FRA,,,,,False,,,Bruges,initial,True,False,actual,battery
FRA-00396-00824_07_01_00,,True,Verkor,EV_component_manufacturing,FRA,,07-2021,,,False,100 million EUR,,Grenoble,initial,True,False,actual,vehicle
ESP-07429-01118_01_00_00,,True,Iberdrola,deployment,ESP,,,,,False,,,"Almaraz, Extremadura",initial,True,,operational,battery
DEU-00620-00024_07_01_02,,True,Akasol,EV_component_manufacturing,DEU,03-2020,03-2020,,03-2020,False,,,Langen,second expansion,True,False,actual,vehicle
GBR-00127-00759_01_03_01,40 GWh,True,Tata Group,cell_manufacturing,GBR,,05-2023,,,False,4 billion GBP,,Bridgwater,first expansion,True,False,actual,battery
DEU-00821-00821_07_01_00,['2 GWh'],True,Varta,EV_component_manufacturing,DEU,,06-2020,,['NA'],False,,1000,['Nördlingen'],['initial'],True,False,announced,vehicle
GBR-00225-01378_01_03_00,['60 GWh'],True,West Midlands Gigafactory,cell_manufacturing,GBR,,10-2021,,['12-2025'],False,['£2.5 billion'],6000,['Coventry'],['initial'],False,False,announced,battery
BEL-00366-10125_08_00_00,,True,Storm,deployment,BEL,07-2021,07-2021,,,False,,,Ghent,initial,False,False,actual,wind
ITA-00878-10496_01_05_01,,True,Glencore Li-Cycle,recycling,ITA,,05-2023,,,False,,,Portovesme,first expansion,False,False,announced,battery
DEU-01150-00617_01_03_01,['100 MWh'],True,Porsche,cell_manufacturing,DEU,,['12-2020'],,,False,,,Tübingen,first expansion,True,False,actual,battery
GBR-00433-00114_07_99_00,,True,Britishvolt,,GBR,,05-2022,,['NA'],False,['£200 million'],150,['Hams Hall'],['initial'],True,False,announced,vehicle
DEU-00094-00768_01_03_00,,True,Tesla,cell_manufacturing,DEU,01-2020,,,,False,,,Berlin,initial,True,False,actual,battery
DEU-01150-08707_03_00_00,,True,Eberhard Karls University of Tübingen,deployment,DEU,,,,,False,,,Tübingen,initial,True,False,announced,hydroelectric
FRA-00272-00654_01_03_00,,True,Renault Group,cell_manufacturing,FRA,,06-2021,,['NA'],False,,,['Douai'],['initial'],True,False,announced,battery
DEU-00001-00159_01_05_01,500 kilograms per day,True,Cylib,recycling,DEU,,10-2022,,09-2023,False,11.6 million EUR,,Aachen,first expansion,False,False,actual,battery
HUN-00249-00120_01_04_01,40 GWh,True,CATL,module_assembly,HUN,12-2022,12-2022,,,False,€7.34 billion,,Debrecen,first expansion,True,False,actual,battery
DEU-10293-02065_01_03_00,,True,sonnen,cell_manufacturing,DEU,,,,,False,,,InnovationHub,initial,True,False,announced,battery
LTU-03212-03514_06_04_01,,True,Solitek,modules,LTU,02-2019,,,01-2020,False,€5 million,,Vilnius,first expansion,False,False,actual,solar
DEU-00094-00582_01_03_00,,True,Northvolt,cell_manufacturing,DEU,,,,,False,,,Berlin,initial,True,False,actual,battery
DEU-00001-00120_01_03_00,,True,CATL,cell_manufacturing,DEU,,,,,False,,,Aachen,initial,True,False,announced,battery
ITA-01705-01480_01_00_00,,True,Brenmiller Energy,deployment,ITA,,,,10-2022,True,,,Tuscany,initial,False,False,operational,battery
ITA-01847-03341_06_03_00,,True,Recom,cell,ITA,,,,,False,,,Padua,initial,True,False,actual,solar
DEU-00265-00076_01_03_04,,True,BMW,cell_manufacturing,DEU,,,,['NA'],False,,,['Dingolfing'],['fourth expansion'],True,False,actual,battery
LTU-07310-02881_04_01_00,,True,European Energy,green_hydrogen,LTU,,,,,False,€250 million,,Skuodas,initial,True,False,announced,hydrogen
DEU-00375-00768_01_03_00,,True,Tesla,cell_manufacturing,DEU,,05-2020,,,False,,,Gigafactory,initial,True,False,actual,battery
DEU-00755-00120_01_04_00,,True,CATL,module_assembly,DEU,,,,,False,,,Munich,initial,True,False,announced,battery
DEU-10230-00832_01_03_00,['40 GWh'],True,Volkswagen,cell_manufacturing,DEU,,['07-2021'],,,False,,,near Wolfsburg,initial,True,False,announced,battery
BEL-00830-00654_01_00_00,,True,Renault Group,deployment,BEL,,,,,False,,,Olen,initial,False,False,announced,battery
ITA-00878-00323_01_05_01,"['50,000 to 70,000 tonnes']",True,Glencore,recycling,ITA,,['05-2023'],,,False,,,Portovesme,first expansion,True,,announced,battery
DEU-00546-02453_01_03_00,,True,Stellantis Group,cell_manufacturing,DEU,,['04-2021'],,,False,,,Kaiserslautern,initial,True,False,announced,battery
DEU-00107-00261_01_03_00,6 GWh,True,Farasis Energy,cell_manufacturing,DEU,,09-2019,01-2022,,False,600 million EUR,,Bitterfeld,initial,False,True,cancelled,battery
ITA-03951-02324_07_05_00,,True,Iveco,ICE_vehicle_production,ITA,,,,,False,,,Foggia,initial,False,False,operational,vehicle
BEL-00366-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,BEL,,,,,False,,,Ghent,initial,True,False,announced,vehicle
ITA-00713-00650_01_05_00,,True,Reefilla,recycling,ITA,,07-2023,,,False,,,Milan,initial,False,False,announced,battery
ESP-02233-02075_07_00_00,,True,Carburos Metálicos,deployment,ESP,,03-2022,,,False,,,Galicia,initial,True,False,announced,vehicle
BEL-01622-00615_04_04_00,,True,Plug Power,electrolysers,BEL,,09-2022,,,False,,,Antwerp,initial,True,False,announced,hydrogen
DEU-00626-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,,10-2018,,,False,,,Lausitz,initial,True,False,announced,vehicle
DEU-00758-01221_01_03_00,,True,PEM Motion,cell_manufacturing,DEU,,,,['NA'],False,,,['Münster'],['initial'],True,False,actual,battery
DEU-00037-00120_01_04_00,,True,CATL,module_assembly,DEU,10-2019,['02-2019'],,,False,['€240 million'],,Arnstadt,initial,True,False,actual,battery
DEU-00057-00617_01_03_00,['100 MWh/year'],True,Porsche,cell_manufacturing,DEU,,07-2021,,['NA'],False,,,['Baden-Württemberg'],['initial'],True,False,announced,battery
ESP-07711-08029_07_00_00,,True,Renfe,deployment,ESP,,,,,False,,,Canfranc,initial,True,False,actual,vehicle
DEU-00369-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,,,,,False,,,Giga Berlin,initial,True,False,actual,vehicle
SWE-08655-08808_01_03_00,,True,Enerpoly,cell_manufacturing,SWE,06-2023,01-2023,,,False,,,northern Sweden,initial,True,False,actual,battery
ESP-00767-00367_01_04_00,,True,Hyundai,module_assembly,ESP,04-2024,04-2024,,,True,120 million EUR,,Navarra,initial,False,False,actual,battery
PRT-00998-00315_01_01_00,"35,000 tonnes",True,Galp,materials_refining,PRT,,12-2021,02-2024,,False,€700 million,,Setúbal,initial,False,False,cancelled,battery
FRA-00274-00165_01_03_00,,True,DS Automobiles,cell_manufacturing,FRA,,,,,False,,,Douvrin,initial,True,False,announced,battery
DEU-01584-01357_01_03_00,,True,University of Duisburg-Essen,cell_manufacturing,DEU,12-2022,12-2022,,,False,4.85 million EUR,,Duisburg,initial,True,False,actual,battery
GBR-01233-08859_01_03_00,,True,Eurocell,cell_manufacturing,GBR,02-2022,['02-2022'],,,False,['£600 million'],,Western Europe,initial,True,False,actual,battery
ESP-04218-08033_01_00_00,['200 MW'],True,Rolwind Renovables,deployment,ESP,,,,,False,,,Cádiz,initial,True,,announced,battery
DEU-00456-00617_01_03_00,100 MWh,True,Porsche,cell_manufacturing,DEU,,09-2021,,,False,,,Heilbronn,initial,True,False,announced,battery
GBR-00127-00759_01_03_00,40 GWh,True,Tata Group,cell_manufacturing,GBR,,05-2023,,06-2026,False,£4 billion,4000,Bridgwater,initial,False,False,announced,battery
ESP-02405-00716_01_00_00,,True,Siemens,deployment,ESP,,07-2021,,,False,,,Motril,initial,False,False,announced,battery
DEU-00418-00617_01_03_00,100 MWh,True,Porsche,cell_manufacturing,DEU,,09-2021,,,False,,,Gärtringen,initial,True,False,announced,battery
DEU-00001-00120_07_02_00,,True,CATL,battery_vehicle_assembly,DEU,,,,,False,,,Aachen,initial,True,False,announced,vehicle
ITA-00878-10496_01_05_00,,True,Glencore Li-Cycle,recycling,ITA,10-2023,10-2023,,,False,,,Portovesme,initial,False,False,actual,battery
AUT-01313-00434_01_04_00,,True,Kreisel Electric,module_assembly,AUT,03-2016,03-2016,,03-2017,True,,,northern Austria,initial,False,False,actual,battery
DEU-01150-00617_01_03_00,['100 MWh'],True,Porsche,cell_manufacturing,DEU,,['12-2020'],,,False,,,Tübingen,initial,True,False,announced,battery
FRA-00272-00654_01_03_01,,True,Renault Group,cell_manufacturing,FRA,,06-2021,,['NA'],False,,,['Douai'],['first expansion'],True,False,actual,battery
PRT-02780-02557_01_00_00,,True,Endesa,deployment,PRT,,05-2022,,,False,€600 million,,Lisbon,initial,True,False,announced,battery
DEU-00957-01382_01_03_00,['20 GWh'],True,"Wuxi Lead Intelligent Equipment Co., Ltd",contractual,DEU,,06-2022,,['NA'],False,,,['Salzgitter'],['initial'],False,False,announced,battery
DEU-00001-00159_01_05_00,500 kilograms per day,True,Cylib,recycling,DEU,10-2022,10-2022,,09-2023,False,€11.6 million,,Aachen,initial,False,False,actual,battery
BEL-01727-01512_01_00_00,10 MW/20 MWh,True,Centrica,deployment,BEL,,12-2021,,07-2021,False,,,Bastogne,initial,False,False,actual,battery
ESP-03086-03295_01_02_00,2 GW,True,Phi4tech,battery_materials,ESP,,03-2021,,,False,€400 million,,Badajoz,initial,True,False,announced,battery
HUN-00249-00120_01_04_00,40 GWh,True,CATL,module_assembly,HUN,12-2022,12-2022,,10-2024,False,€7.34 billion,,Debrecen,initial,False,True,actual,battery
LTU-03212-03514_06_04_00,,True,Solitek,modules,LTU,,,,01-2013,False,,,Vilnius,initial,False,False,actual,solar
LTU-07524-06594_04_01_00,,True,Orlen Group,green_hydrogen,LTU,,04-2022,,,False,,,Mazeikiai,initial,True,False,announced,hydrogen
DEU-00094-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,01-2020,,,,False,,,Berlin,initial,True,False,actual,vehicle
ITA-01352-02453_01_03_00,40 GWh,True,Stellantis Group,cell_manufacturing,ITA,,08-2021,,,False,2 billion EUR,,Termoli,initial,True,False,announced,battery
HUN-00249-00239_07_01_00,28 GWh,True,Eve Energy,EV_component_manufacturing,HUN,10-2023,03-2022,,,False,400 billion forints,,Debrecen,initial,True,False,actual,vehicle
ITA-00978-00399_01_03_01,,True,Italvolt,cell_manufacturing,ITA,,02-2021,,,False,,,Scarmagno,first expansion,False,False,announced,battery
DEU-00942-10169_01_03_00,['24 GWh/year'],True,Svolt Energy Technology,cell_manufacturing,DEU,,['11-2020'],,,False,['€2 billion'],,Saarland,initial,True,False,announced,battery
ESP-00068-00084_07_00_00,,True,BYD,retail,ESP,,,,,False,,,Barcelona,initial,True,False,announced,vehicle
FRA-01031-00602_01_03_00,,True,PSA Group,cell_manufacturing,FRA,,06-2019,,['NA'],False,,,['Sochaux'],['initial'],True,False,announced,battery
DEU-00976-00100_01_02_00,,True,Blackstone Resources,battery_materials,DEU,,03-2022,,['NA'],False,['32 million EUR'],,['Saxony'],['initial'],True,False,actual,battery
AUT-00388-01319_01_02_00,,True,TU Graz,battery_materials,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
DEU-00305-00120_01_03_00,14 GWh,True,CATL,cell_manufacturing,DEU,10-2019,06-2018,,12-2022,False,1.8 billion EUR,225,Erfurt,initial,False,False,operational,battery
BEL-01827-01626_01_00_00,80 MW,True,Engie,deployment,BEL,,04-2023,,,False,,,Drogenbos,initial,False,False,announced,battery
DEU-10101-00768_01_03_00,['100 GWh'],True,Tesla,cell_manufacturing,DEU,11-2020,['11-2020'],,,False,['40.91 million EUR'],,Gruenheide,initial,True,False,actual,battery
ITA-01545-01285_07_02_00,,True,Silk EV,battery_vehicle_assembly,ITA,,,,,True,,,Emilia-Romagna,initial,False,False,announced,vehicle
FRA-00274-02453_01_03_00,['13 GWh'],True,Stellantis Group,cell_manufacturing,FRA,04-2021,['04-2021'],,,False,,600,Douvrin,initial,True,False,actual,battery
ITA-06728-01255_01_00_00,,True,Recurrent Energy,deployment,ITA,,,,,False,,,Marsala,initial,True,False,actual,battery
LTU-03212-04082_01_03_00,,True,Lithuania-based manufacturer,cell_manufacturing,LTU,,,,,False,,,Vilnius,initial,True,False,announced,battery
ESP-00668-07931_06_00_00,,True,Merlin Properties,deployment,ESP,,04-2021,,,False,,,Madrid,initial,False,False,announced,data centre
ESP-00963-00440_01_01_00,"['10,000 tonnes']",True,LG,materials_refining,ESP,,['06-2021'],,,False,,,San Jose,initial,True,,announced,battery
DEU-00213-00080_01_03_00,,True,BMZ,cell_manufacturing,DEU,,05-2019,,['NA'],False,,,['Cologne'],['initial'],True,False,announced,battery
DEU-01188-00521_07_01_00,,True,Mercedes-Benz,EV_component_manufacturing,DEU,,['03-2021'],,,False,,,Various locations,initial,True,False,actual,vehicle
DEU-00213-00799_01_03_00,,True,Umicore,cell_manufacturing,DEU,,,,['NA'],False,,,['Cologne'],['initial'],True,False,announced,battery
ITA-01145-02324_07_01_00,,True,Iveco,EV_component_manufacturing,ITA,,,,,False,,,Turin,initial,True,,operational,vehicle
AUT-00388-00076_01_99_00,,True,BMW,,AUT,,,,,False,,,Graz,initial,True,,actual,battery
ITA-01188-07436_08_00_00,,True,Gestore dei Servizi Energetici,deployment,ITA,,,,,False,,,Various locations,initial,True,False,announced,wind
ITA-01145-02324_01_04_00,,True,Iveco,module_assembly,ITA,,,,,False,,,Turin,initial,True,,operational,battery
HUN-00349-00084_01_04_00,,True,BYD,module_assembly,HUN,,07-2023,,,False,27 million EUR,100,Fót,initial,False,False,announced,battery
ITA-01339-07470_06_00_00,87 MWp,True,NextEnergy Group,deployment,ITA,09-2022,09-2022,,,True,,,Naples,initial,False,False,actual,solar
DEU-00001-01135_01_03_00,,True,Jagenberg,cell_manufacturing,DEU,,09-2023,,['NA'],False,,,['Aachen'],['initial'],True,False,announced,battery
DEU-00546-00821_01_03_00,,True,Varta,cell_manufacturing,DEU,,06-2019,,,False,,,Kaiserslautern,initial,True,False,announced,battery
DEU-00265-00076_01_03_01,,True,BMW,cell_manufacturing,DEU,,,,['NA'],False,,,['Dingolfing'],['first expansion'],True,False,actual,battery
DEU-01174-00821_01_03_00,2 GWh,True,Varta,cell_manufacturing,DEU,,,,,False,,,V4Drive,initial,True,False,announced,battery
DEU-00094-00326_01_03_00,20 GWh,True,Gotion High Tech,cell_manufacturing,DEU,,02-2023,,,False,,,Berlin,initial,True,False,announced,battery
SVK-01199-01315_01_03_00,,True,TE Connectivity,contractual,SVK,,,,,False,,,['Voderady'],['initial'],False,False,,battery
ITA-00862-00399_07_99_00,['45 GWh'],True,Italvolt,,ITA,,,,,False,,,Piedmont,initial,True,,announced,vehicle
DEU-00002-00016_01_99_00,,True,Aalen University,,DEU,11-2018,11-2018,,,False,,,Aalen,initial,True,False,actual,battery
GBR-02152-00759_07_99_00,,True,Tata Group,,GBR,,['05-2023'],,,False,,9000,Bridgewater,initial,True,False,announced,vehicle
DEU-01174-00821_07_01_00,,True,Varta,EV_component_manufacturing,DEU,,,12-2022,,False,,,V4Drive,initial,True,False,cancelled,vehicle
FRA-00274-02453_01_04_00,['13 GWh'],True,Stellantis Group,module_assembly,FRA,04-2021,['04-2021'],,,False,,600,Douvrin,initial,True,False,actual,battery
DEU-00558-01007_01_03_00,,True,EAS,cell_manufacturing,DEU,,,,,False,,,Karlsruhe,initial,True,False,announced,battery
BEL-00138-06326_04_04_00,,True,Vrije Universiteit Brussel,electrolysers,BEL,,02-2024,,,False,,,Brussels,initial,True,False,actual,hydrogen
LTU-03212-04082_01_04_00,,True,Lithuania-based manufacturer,module_assembly,LTU,,,,,False,,,Vilnius,initial,True,False,announced,battery
FRA-00274-00228_01_03_00,,True,Envision AESC,cell_manufacturing,FRA,,,,['NA'],False,,,['Douvrin'],['initial'],True,False,actual,battery
FRA-00447-07191_01_03_00,['0.7 GWh'],True,Tiamat,cell_manufacturing,FRA,,01-2024,,['06-2025'],False,['150 million EUR'],,['Hauts-de-France'],['initial'],False,False,announced,battery
GBR-01076-00228_01_03_00,['12 GWh'],True,Envision AESC,cell_manufacturing,GBR,12-2022,05-2021,,['06-2025'],False,['£450 million'],,['Sunderland'],['initial'],False,False,actual,battery
FRA-00274-00697_01_03_00,,True,Saft,cell_manufacturing,FRA,,,,['NA'],False,,,['Douvrin'],['initial'],True,False,announced,battery
LTU-03212-03689_06_03_00,60 MW,True,Valoe,cell,LTU,02-2019,02-2019,,,False,€5 million,,Vilnius,initial,True,False,actual,solar
BEL-00138-03023_04_01_00,,True,Hydrogenics,green_hydrogen,BEL,,11-2019,,,False,,6000,Brussels,initial,False,False,intended,hydrogen
DEU-01188-00521_01_03_00,,True,Mercedes-Benz,cell_manufacturing,DEU,,['03-2021'],,,False,,,Various locations,initial,True,False,announced,battery
PRT-02780-02557_06_00_00,,True,Endesa,deployment,PRT,,05-2022,,,False,€600 million,,Lisbon,initial,True,False,announced,solar
HUN-00249-00120_07_04_00,40 GWh,True,CATL,EV_recycling,HUN,,12-2022,,,False,€7.34 billion,,Debrecen,initial,True,False,announced,vehicle
ESP-01281-00759_01_03_00,,True,Tata Group,cell_manufacturing,ESP,,02-2023,,,False,,,Zaragoza,initial,False,False,intended,battery
ESP-02405-00716_06_00_00,4 MW,True,Siemens,deployment,ESP,,07-2021,,,False,,,Motril,initial,False,False,announced,solar
FRA-00274-02453_07_99_01,,True,Stellantis Group,,FRA,,['04-2021'],,,False,,600,Douvrin,first expansion,True,False,actual,vehicle
AUT-00388-00900_01_02_00,,True,AVL,battery_materials,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
DEU-00546-01424_01_03_02,,True,ACC,cell_manufacturing,DEU,,03-2022,,['NA'],False,,,['Kaiserslautern'],['second expansion'],True,False,cancelled,battery
DEU-10101-00768_07_01_00,,True,Tesla,EV_component_manufacturing,DEU,11-2020,['01-2020'],,,False,['40.91 million EUR'],,Gruenheide,initial,True,False,actual,vehicle
ITA-03732-07503_02_00_00,,True,Steam,deployment,ITA,,,,,False,,,Lazio,initial,True,,actual,geothermal
ITA-01145-00065_07_02_00,,True,Automobili Pininfarina,battery_vehicle_assembly,ITA,12-2018,12-2018,,,False,,,Turin,initial,False,False,actual,vehicle
FRA-06914-01424_01_03_00,,True,ACC,cell_manufacturing,FRA,,,,,False,,,Douvrain,initial,True,False,announced,battery
BEL-01622-00615_04_01_00,"12,500 tonnes",True,Plug Power,green_hydrogen,BEL,,09-2022,,03-2024,False,,,Antwerp,initial,False,False,announced,hydrogen
ITA-00681-00266_06_00_00,"1,535 kWp",True,Ferrari,deployment,ITA,07-2022,07-2022,,,True,,,Maranello,initial,False,False,actual,solar
ESP-00319-02453_01_03_00,,True,Stellantis Group,cell_manufacturing,ESP,,,,['NA'],False,['2.5 billion EUR'],3000,['Figueruelas'],['initial'],True,False,announced,battery
ITA-04511-04957_01_04_00,,True,Energy Spa,module_assembly,ITA,,05-2023,,,False,,,Sant'Angelo di Piove di Sacco,initial,True,False,announced,battery
SWE-00807-00582_01_03_00,,True,Northvolt,cell_manufacturing,SWE,,,,,False,,,Northern Sweden,initial,True,False,actual,battery
HUN-00249-00239_01_03_00,28 GWh,True,Eve Energy,cell_manufacturing,HUN,10-2023,03-2022,,06-2026,False,400 billion forints,,Debrecen,initial,False,False,actual,battery
NLD-00019-00577_01_00_00,,True,Nissan,deployment,NLD,06-2018,06-2018,,,False,,,Amsterdam Arena,initial,False,False,actual,battery
DEU-00755-00120_01_03_00,,True,CATL,cell_manufacturing,DEU,,05-2018,,,False,2 billion USD,,Munich,initial,True,False,announced,battery
NLD-01188-05227_06_00_00,,True,Heineken,deployment,NLD,,,,,False,,,Various locations,initial,True,False,announced,solar
DEU-00758-00284_01_03_00,,True,Fraunhofer,cell_manufacturing,DEU,,,,['NA'],False,,,['Münster'],['initial'],True,False,actual,battery
ITA-00878-00455_01_05_01,,True,Li-Cycle,recycling,ITA,,['05-2023'],,,False,,,Portovesme,first expansion,True,,announced,battery
GBR-00433-00114_01_03_00,['pilot'],True,Britishvolt,cell_manufacturing,GBR,05-2022,05-2022,,['09-2023'],False,['£200 million'],150,['Hams Hall'],['initial'],False,False,actual,battery
DEU-00107-00261_01_04_00,6 GWh,True,Farasis Energy,module_assembly,DEU,,09-2019,01-2022,,False,600 million EUR,,Bitterfeld,initial,False,True,cancelled,battery
ITA-03951-02324_07_02_00,,True,Iveco,battery_vehicle_assembly,ITA,08-2022,,,04-2023,True,,,Foggia,initial,False,False,operational,vehicle
NOR-01047-00540_01_03_01,,True,Morrow Batteries,cell_manufacturing,NOR,05-2022,['05-2022'],,,False,['€100 million'],,Southern Norway,first expansion,True,False,actual,battery
DEU-00821-00821_07_02_00,,True,Varta,battery_vehicle_assembly,DEU,,,11-2022,['NA'],False,,,['Nördlingen'],['initial'],True,False,cancelled,vehicle
DEU-00620-00024_07_02_02,,True,Akasol,battery_vehicle_assembly,DEU,03-2020,04-2020,,,False,,,Langen,second expansion,True,False,actual,vehicle
ITA-00112-00727_01_02_00,pilot,True,Solvay,battery_materials,ITA,,,,,False,,,Bollate,initial,False,False,announced,battery
DEU-01150-01236_07_04_00,,True,Porsche eBike Performance,EV_recycling,DEU,,06-2024,,,False,,,Tübingen,initial,True,False,announced,vehicle
ITA-06804-07409_01_00_00,85 MW,True,EP Produzione,deployment,ITA,,08-2024,,,False,,,Fiume Santo,initial,False,False,announced,battery
PRT-01024-00119_01_03_00,15 GWh,True,CALB,cell_manufacturing,PRT,,04-2022,,12-2025,False,,,Sines,initial,False,False,announced,battery
DEU-06391-00391_07_02_00,['20 GWh'],True,InoBat Auto,battery_vehicle_assembly,DEU,,['09-2023'],,,False,,,Middle Europe,initial,True,False,announced,vehicle
DEU-01150-00617_07_01_00,['100 MWh per year'],True,Porsche,EV_component_manufacturing,DEU,,['12-2020'],,,False,,,Tübingen,initial,True,False,announced,vehicle
DEU-00037-00120_01_03_00,['8 GWh'],True,CATL,cell_manufacturing,DEU,10-2019,['02-2019'],,,False,['€240 million'],,Arnstadt,initial,True,False,actual,battery
DEU-00546-00697_01_03_00,,True,Saft,cell_manufacturing,DEU,,['12-2019'],,,False,,2000,Kaiserslautern,initial,True,False,actual,battery
ITA-06728-01255_06_00_00,51 MW,True,Recurrent Energy,deployment,ITA,,,,07-2024,True,,,Marsala,initial,False,False,operational,solar
LTU-07389-07836_06_04_00,,True,Glassbel,modules,LTU,04-2014,,,,False,€2.9 million,,Klaipeda,initial,True,False,actual,solar
GBR-00129-00577_01_03_00,['9 GWh'],True,Nissan,cell_manufacturing,GBR,,['07-2021'],,,False,['1.4 billion USD'],,Britain,initial,True,False,announced,battery
PRT-07081-01587_06_00_01,,True,EDP,deployment,PRT,05-2022,05-2022,,,False,,,Alto Rabagão,first expansion,False,False,actual,solar
DEU-00418-00617_07_01_00,100 MWh,True,Porsche,EV_component_manufacturing,DEU,,09-2021,,,False,,,Gärtringen,initial,True,False,announced,vehicle
ESP-07443-01127_01_04_00,,True,Ingeteam,contractual,ESP,,,,,False,,,Caravaca de la Cruz,initial,False,False,announced,battery
